WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((110.0323197 -7.8956127, 110.0198532 -7.8896528, 110.0315262 -7.8984946, 110.0323197 -7.8956127)), POLYGON ((110.0323197 -7.8956127, 110.1180436 -7.9365802, 110.7058121 -8.1976426, 110.7504441 -8.1976426, 110.7943894 -8.1908463, 110.8053757 -8.1996815, 110.8321549 -8.1990019, 110.8342148 -8.1813312, 110.8239151 -8.16298, 110.8527542 -8.1656988, 110.8191086 -8.1412294, 110.806749 -8.1595816, 110.7895829 -8.1561831, 110.7847763 -8.1398699, 110.7909562 -8.1187978, 110.7820298 -8.0834486, 110.7724167 -8.0569346, 110.7573105 -8.029739, 110.7566239 -8.0147806, 110.7634903 -7.9950619, 110.7689835 -7.9739822, 110.7682968 -7.9617419, 110.7724167 -7.9488212, 110.7724167 -7.9297794, 110.7682968 -7.9086964, 110.7751633 -7.8923734, 110.7751633 -7.8828513, 110.7834031 -7.8740091, 110.7840897 -7.8624461, 110.7888962 -7.8529233, 110.7847763 -7.8434003, 110.7840897 -7.8236734, 110.7751633 -7.8141497, 110.8156754 -7.8127892, 110.7724167 -7.8032653, 110.7614304 -7.8093878, 110.7648636 -7.8209524, 110.7566239 -7.8277549, 110.7470108 -7.8202721, 110.7442643 -7.807347, 110.7332779 -7.7998638, 110.7113053 -7.7903396, 110.7140519 -7.802585, 110.6961991 -7.8087075, 110.6742264 -7.8032653, 110.6735398 -7.7848971, 110.6604935 -7.807347, 110.6529404 -7.7951017, 110.6405808 -7.8012244, 110.6220414 -7.8012244, 110.6069352 -7.7944214, 110.601442 -7.802585, 110.5904557 -7.807347, 110.5794693 -7.8100681, 110.5760361 -7.8032653, 110.589769 -7.7930608, 110.5774094 -7.7882987, 110.5623032 -7.7821758, 110.5561234 -7.7951017, 110.5478836 -7.788979, 110.5417038 -7.795782, 110.5320908 -7.795782, 110.5265976 -7.7848971, 110.5121781 -7.7801349, 110.5094315 -7.7706102, 110.4922654 -7.7692495, 110.4902054 -7.7440761, 110.4867722 -7.7195816, 110.483339 -7.7005293, 110.4778458 -7.6658248, 110.4709793 -7.631798, 110.4675461 -7.6107, 110.462053 -7.595046, 110.4593064 -7.5732656, 110.4572464 -7.5603329, 110.4442002 -7.5426349, 110.4187943 -7.5562488, 110.4091812 -7.5671396, 110.3988816 -7.5848366, 110.3885819 -7.5970879, 110.3755356 -7.6066164, 110.3521897 -7.6181865, 110.3343369 -7.631798, 110.3219773 -7.645409, 110.3013779 -7.6562976, 110.2951981 -7.6705883, 110.2862717 -7.6889615, 110.2745987 -7.7073338, 110.2615525 -7.6896419, 110.2622391 -7.6801152, 110.2697922 -7.6665053, 110.264299 -7.6617417, 110.264299 -7.6460896, 110.2498795 -7.6433674, 110.2382065 -7.6535755, 110.2327134 -7.6481312, 110.2128006 -7.6467701, 110.2052475 -7.6508533, 110.1880814 -7.6467701, 110.1736618 -7.6467701, 110.1606156 -7.645409, 110.1455094 -7.6501728, 110.1434494 -7.6406452, 110.1324631 -7.6508533, 110.1187302 -7.6603807, 110.1187302 -7.6733103, 110.1324631 -7.6801152, 110.1407029 -7.6910029, 110.1269699 -7.7018902, 110.1331498 -7.7018902, 110.1331498 -7.7175403, 110.1324631 -7.7325094, 110.1297165 -7.7467976, 110.113237 -7.7597246, 110.113237 -7.7692495, 110.1070572 -7.7787742, 110.094011 -7.7814955, 110.0857712 -7.7964623, 110.0802781 -7.8093878, 110.0617386 -7.8087075, 110.058992 -7.8195918, 110.0603653 -7.8413596, 110.049379 -7.8413596, 110.049379 -7.8502024, 110.0438858 -7.8583649, 110.0452591 -7.8719686, 110.0356461 -7.8835314, 110.0323197 -7.8956127)))",DIY Yogyakarta,
